cd_pleito,nu_processo_sei,nm_pleito,sg_pleito,nm_proponente,de_tipo_operacao,de_fase,de_fonte,sg_fonte,nm_moeda,vl_financiamento_dolar,vl_contrapartida_dolar,de_esfera,nm_regiao,nm_uf,sg_uf,dt_ultimo_recebimento,dt_primeira_cofiex,dt_validade_recomendacao,dt_reuniao_negociacao,dt_publicacao_dou,dt_assinatura,dt_ultimo_desembolso_original,dt_ultimo_desembolso_vigente,nu_operacao,de_tipo_operacao_padronizado,de_fase_padronizado,de_esfera_padronizado,nm_regiao_padronizado,sg_uf_padronizado,sg_fonte_padronizado,flag_sem_fonte,flag_sem_financiamento,flag_sem_contrapartida,flag_sem_primeira_cofiex,flag_sem_assinatura,dt_ultimo_recebimento_original,dt_primeira_cofiex_original,dt_validade_recomendacao_original,dt_reuniao_negociacao_original,dt_publicacao_dou_original,dt_assinatura_original,dt_ultimo_desembolso_original_original,dt_ultimo_desembolso_vigente_original,flag_data_extrema,flag_financiamento_nulo_zero,flag_contrapartida_maior_financiamento,flag_outlier_financeiro,nm_moeda_padronizado,de_fonte_padronizado,flag_recebimento_placeholder,flag_data_sentinela,ano_recebimento,ano_primeira_cofiex,ano_assinatura,valor_total_dolar,percentual_contrapartida,prazo_recebimento_cofiex,prazo_cofiex_assinatura,prazo_assinatura_desembolso,flag_valor_negativo,flag_financiamento_zero,flag_contrapartida_zero,flag_cronologia_invalida,flag_cd_pleito_repetido,qtd_ocorrencias_cd_pleito,flag_nu_operacao_repetida
57752,,Programa de Expansão de Mercados para as Pequenas e Médias Empresas no Nordeste do Brasil - PEM,PEM - NE,Banco do Nordeste do Brasil - BNB,Operação de crédito externo,Repagamento,Banco Interamericano de Desenvolvimento - BID,BID,Dólar,150000000.0,150000000.0,Federal,Nacional,Distrito Federal,DF,1999-08-11,1999-11-30,,2000-12-01,,2003-07-31,2007-07-31,2010-07-31,1308,Operação de crédito externo,Repagamento,Federal,Nacional,DF,BID,False,False,False,False,False,1999-08-11,1999-11-30,,2000-12-01,,2003-07-31,2007-07-31,2010-07-31,False,False,False,False,Dólar,Banco Interamericano de Desenvolvimento - BID,False,False,1999.0,1999.0,2003.0,300000000.0,0.5,111.0,1339.0,2557.0,False,False,False,False,False,1,False
57753,,Financiamento do Setor Privado,BNDES-SETOR PRIVADO,Banco Nacional de Desenvolvimento Econômico e Social - BNDES,Operação de crédito externo,Repagamento,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,BIRD,Dólar,300000000.0,0.0,Federal,Sudeste,Rio de Janeiro,RJ,,,,,,1991-01-14,1993-12-31,1994-12-31,3268-0,Operação de crédito externo,Repagamento,Federal,Sudeste,RJ,BIRD,False,False,False,True,False,1940-01-01,,,,,1991-01-14,1993-12-31,1994-12-31,False,False,False,False,Dólar,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,True,False,,,1991.0,300000000.0,0.0,,,1447.0,False,False,True,False,False,1,False
57754,,Saneamento Básico de Fortaleza - SANEFOR,SANEFOR,Estado do Ceará,Operação de crédito externo,Repagamento,Banco Interamericano de Desenvolvimento - BID,BID,Dólar,159300000.0,0.0,Estadual,Nordeste,Ceará,CE,1992-02-07,1991-06-05,,1992-08-21,,1992-12-09,1996-12-09,1998-09-09,0695-CO,Operação de crédito externo,Repagamento,Estadual,Nordeste,CE,BID,False,False,False,False,False,1992-02-07,1991-06-05,,1992-08-21,,1992-12-09,1996-12-09,1998-09-09,False,False,False,False,Dólar,Banco Interamericano de Desenvolvimento - BID,False,False,1992.0,1991.0,1992.0,159300000.0,0.0,-247.0,553.0,2100.0,False,False,True,True,True,2,False
57754,,Saneamento Básico de Fortaleza - SANEFOR,SANEFOR,Estado do Ceará,Operação de crédito externo,Repagamento,Banco Interamericano de Desenvolvimento - BID/Fundo Especial,BID,Dólar,39900000.0,0.0,Estadual,Nordeste,Ceará,CE,1992-02-07,1991-06-05,,1992-08-21,,1992-12-09,1996-12-09,1998-09-09,0892-FOE,Operação de crédito externo,Repagamento,Estadual,Nordeste,CE,BID,False,False,False,False,False,1992-02-07,1991-06-05,,1992-08-21,,1992-12-09,1996-12-09,1998-09-09,False,False,False,False,Dólar,Banco Interamericano de Desenvolvimento - BID/Fundo Especial,False,False,1992.0,1991.0,1992.0,39900000.0,0.0,-247.0,553.0,2100.0,False,False,True,True,True,2,False
57755,,Rodovias PI,RODOVIAS PI,Estado do Piauí,Operação de crédito externo,Finalizada,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,BIRD,Dólar,54000000.0,86900000.0,Estadual,Nordeste,Piauí,PI,1991-12-10,1993-07-21,,1993-11-05,,1994-03-25,1999-12-31,1999-12-31,3713-0,Operação de crédito externo,Finalizada,Estadual,Nordeste,PI,BIRD,False,False,False,False,False,1991-12-10,1993-07-21,,1993-11-05,,1994-03-25,1999-12-31,1999-12-31,False,False,True,False,Dólar,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,False,False,1991.0,1993.0,1994.0,140900000.0,0.6167494677075941,589.0,247.0,2107.0,False,False,False,False,False,1,False
57756,,Rodovias Rio Grande do Sul,RODOVIAS RS/BIRD,Estado do Rio Grande do Sul,Operação de crédito externo,Finalizada,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,BIRD,Dólar,70000000.0,85000000.0,Estadual,Sul,Rio Grande do Sul,RS,1991-11-04,1992-07-08,,1997-03-21,,1998-05-22,2003-12-31,2005-12-31,4165-0,Operação de crédito externo,Finalizada,Estadual,Sul,RS,BIRD,False,False,False,False,False,1991-11-04,1992-07-08,,1997-03-21,,1998-05-22,2003-12-31,2005-12-31,False,False,True,False,Dólar,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,False,False,1991.0,1992.0,1998.0,155000000.0,0.5483870967741935,247.0,2144.0,2780.0,False,False,False,False,False,1,False
57757,,Rodovias Alagoas,RODOVIAS AL,Estado de Alagoas,Operação de crédito externo,Repagamento,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,BIRD,Dólar,38000000.0,0.0,Estadual,Nordeste,Alagoas,AL,1991-11-04,1991-11-26,,1992-09-22,,1994-01-21,1999-12-31,1999-12-31,3548-0,Operação de crédito externo,Repagamento,Estadual,Nordeste,AL,BIRD,False,False,False,False,False,1991-11-04,1991-11-26,,1992-09-22,,1994-01-21,1999-12-31,1999-12-31,False,False,False,False,Dólar,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,False,False,1991.0,1991.0,1994.0,38000000.0,0.0,22.0,787.0,2170.0,False,False,True,False,False,1,False
57758,,Reforsus,DOAÇÃO REFORSUS,República Federativa do Brasil,Doações,Arquivado,Banco Internacional para Reconstrução e Desenvolvimento - BIRD/PHRD - Japan Policy and Human Resources Development Fund,WB-JG,Dólar,750000.0,,Federal,Nacional,Distrito Federal,DF,1990-01-01,,,,,,,,,Doações,Arquivado,Federal,Nacional,DF,WB-JG,False,False,True,True,True,1990-01-01,,,,,,,,False,False,False,False,Dólar,Banco Internacional para Reconstrução e Desenvolvimento - BIRD/PHRD - Japan Policy and Human Resources Development Fund,False,False,1990.0,,,750000.0,0.0,,,,False,False,False,False,False,1,False
57759,,Rodovias MA,RODOVIAS MA,Estado do Maranhão,Operação de crédito externo,Repagamento,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,BIRD,Dólar,79000000.0,0.0,Estadual,Nordeste,Maranhão,MA,1991-11-08,1993-04-27,,1993-11-05,,1994-03-25,1999-12-31,1999-12-31,3715-0,Operação de crédito externo,Repagamento,Estadual,Nordeste,MA,BIRD,False,False,False,False,False,1991-11-08,1993-04-27,,1993-11-05,,1994-03-25,1999-12-31,1999-12-31,False,False,False,False,Dólar,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,False,False,1991.0,1993.0,1994.0,79000000.0,0.0,536.0,332.0,2107.0,False,False,True,False,False,1,False
57760,,Modernização da Administração Público do Município de São Paulo,MODERNIZAÇÃO PMSP,Município de São Paulo - SP,Operação de crédito externo,Arquivado,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,BIRD,Dólar,309000000.0,0.0,Municipal,Sudeste,São Paulo,SP,1990-09-03,1991-06-05,,,,,,,,Operação de crédito externo,Arquivado,Municipal,Sudeste,SP,BIRD,False,False,False,False,True,1990-09-03,1991-06-05,,,,,,,False,False,False,False,Dólar,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,False,False,1990.0,1991.0,,309000000.0,0.0,275.0,,,False,False,True,False,False,1,False
57761,,Controle de Poluição Industrial,POLUIÇÃO INDUSTRIAL,Banco Nacional de Desenvolvimento Econômico e Social - BNDES,Operação de crédito externo,Repagamento,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,BIRD,Dólar,50000000.0,0.0,Federal,Sudeste,Rio de Janeiro,RJ,1991-01-04,1992-05-27,,1992-03-13,,1992-09-21,1997-06-30,1997-06-30,3480-0,Operação de crédito externo,Repagamento,Federal,Sudeste,RJ,BIRD,False,False,False,False,False,1991-01-04,1992-05-27,,1992-03-13,,1992-09-21,1997-06-30,1997-06-30,False,False,False,False,Dólar,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,False,False,1991.0,1992.0,1992.0,50000000.0,0.0,509.0,117.0,1743.0,False,False,True,False,False,1,False
57762,,Fundo Nacional de Meio Ambiente - FNMAl,FNMA I,República Federativa do Brasil,Operação de crédito externo,Finalizada,Banco Interamericano de Desenvolvimento - BID/Fundo Especial,BID,Dólar,22000000.0,8000000.0,Federal,Nacional,Distrito Federal,DF,1990-01-20,1991-03-20,,,,1992-07-06,1996-07-06,1998-07-06,0883-FOE,Operação de crédito externo,Finalizada,Federal,Nacional,DF,BID,False,False,False,False,False,1990-01-20,1991-03-20,,,,1992-07-06,1996-07-06,1998-07-06,False,False,False,False,Dólar,Banco Interamericano de Desenvolvimento - BID/Fundo Especial,False,False,1990.0,1991.0,1992.0,30000000.0,0.2666666666666666,424.0,474.0,2191.0,False,False,False,False,False,1,False
57763,,Programa de Meio Ambiente Sistema CVRD,CVRD,Companhia Vale do Rio Doce - CVRD,Operação de crédito externo,Finalizada,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,BIRD,Dólar,50000000.0,50000000.0,Federal,Nacional,Distrito Federal,DF,1991-02-18,1991-06-05,,1993-11-12,,1995-11-14,2000-06-30,2000-06-30,3924-0,Operação de crédito externo,Finalizada,Federal,Nacional,DF,BIRD,False,False,False,False,False,1991-02-18,1991-06-05,,1993-11-12,,1995-11-14,2000-06-30,2000-06-30,False,False,False,False,Dólar,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,False,False,1991.0,1991.0,1995.0,100000000.0,0.5,107.0,1623.0,1690.0,False,False,False,False,False,1,False
57764,,Projeto Privatização de Emp.Siderurg.Privatizacao ACOL,PRIVATIZAÇÃO AÇO,Banco Nacional de Desenvolvimento Econômico e Social - BNDES,Operação de crédito externo,Arquivado,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,BIRD,Dólar,300000000.0,0.0,Federal,Sudeste,Rio de Janeiro,RJ,,1991-03-20,,,,,,,,Operação de crédito externo,Arquivado,Federal,Sudeste,RJ,BIRD,False,False,False,False,True,1940-01-01,1991-03-20,,,,,,,False,False,False,False,Dólar,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,True,False,,1991.0,,300000000.0,0.0,,,,False,False,True,False,False,1,False
57765,,Projeto de Combate à Pobreza Rural no Estado de Pernambuco - PCPR II,PCPR - PE II,Estado de Pernambuco,Operação de crédito externo,Finalizada,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,BIRD,Dólar,39000000.0,13000000.0,Estadual,Nordeste,Pernambuco,PE,1995-09-08,1996-04-26,,1996-10-14,,1997-07-29,2001-06-30,2001-12-30,4122-0,Operação de crédito externo,Finalizada,Estadual,Nordeste,PE,BIRD,False,False,False,False,False,1995-09-08,1996-04-26,,1996-10-14,,1997-07-29,2001-06-30,2001-12-30,False,False,False,False,Dólar,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,False,False,1995.0,1996.0,1997.0,52000000.0,0.25,231.0,459.0,1615.0,False,False,False,False,False,1,False
57766,,Modernização das Comp. Saneamento,PMSS I,República Federativa do Brasil,Operação de crédito externo,Finalizada,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,BIRD,Dólar,250000000.0,0.0,Federal,Nacional,Distrito Federal,DF,1991-02-25,1991-03-20,,1992-01-15,,1992-12-09,1997-12-31,2000-06-30,3442-0,Operação de crédito externo,Finalizada,Federal,Nacional,DF,BIRD,False,False,False,False,False,1991-02-25,1991-03-20,,1992-01-15,,1992-12-09,1997-12-31,2000-06-30,False,False,False,False,Dólar,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,False,False,1991.0,1991.0,1992.0,250000000.0,0.0,23.0,630.0,2760.0,False,False,True,False,False,1,False
57767,,Projeto de Combate à Pobreza Rural do Estado da Bahia - Projeto Produzir I,PCPR - BA II,Estado da Bahia,Operação de crédito externo,Finalizada,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,BIRD,Dólar,105000000.0,0.0,Estadual,Nordeste,Bahia,BA,1995-04-25,1995-05-16,,1995-05-26,,1995-07-16,2000-12-31,2001-06-30,3917-0,Operação de crédito externo,Finalizada,Estadual,Nordeste,BA,BIRD,False,False,False,False,False,1995-04-25,1995-05-16,,1995-05-26,,1995-07-16,2000-12-31,2001-06-30,False,False,False,False,Dólar,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,False,False,1995.0,1995.0,1995.0,105000000.0,0.0,21.0,61.0,2176.0,False,False,True,False,False,1,False
57768,,Projeto de Combate à Pobreza Rural do Ceará,PCPR - CE II,Estado do Ceará,Operação de crédito externo,Finalizada,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,BIRD,Dólar,70000000.0,0.0,Estadual,Nordeste,Ceará,CE,1995-05-04,2000-09-05,,1995-05-26,,1996-02-28,2000-12-31,2001-06-30,3918-0,Operação de crédito externo,Finalizada,Estadual,Nordeste,CE,BIRD,False,False,False,False,False,1995-05-04,2000-09-05,,1995-05-26,,1996-02-28,2000-12-31,2001-06-30,False,False,False,False,Dólar,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,False,False,1995.0,2000.0,1996.0,70000000.0,0.0,1951.0,-1651.0,1949.0,False,False,True,False,False,1,False
57769,,Alivio a Pobreza Rural - Sergipe,PCPR - SE II,Estado de Sergipe,Operação de crédito externo,Finalizada,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,BIRD,Dólar,36000000.0,0.0,Estadual,Nordeste,Sergipe,SE,1995-05-04,1995-05-16,,1995-05-26,,1996-01-18,2000-12-31,2000-12-31,3919-0,Operação de crédito externo,Finalizada,Estadual,Nordeste,SE,BIRD,False,False,False,False,False,1995-05-04,1995-05-16,,1995-05-26,,1996-01-18,2000-12-31,2000-12-31,False,False,False,False,Dólar,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,False,False,1995.0,1995.0,1996.0,36000000.0,0.0,12.0,247.0,1809.0,False,False,True,False,False,1,False
57770,,Recuperacao Ambiental das Bacia do Alto Tamanduatei e Billings,REPRESA BILLINGS,Município de Santa Cruz do Sul - RS,Operação de crédito externo,Arquivado,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,BIRD,Dólar,101600000.0,0.0,Estadual,Sul,Rio Grande do Sul,RS,1992-11-27,,,,,,,,,Operação de crédito externo,Arquivado,Estadual,Sul,RS,BIRD,False,False,False,True,True,1992-11-27,,,,,,,,False,False,False,False,Dólar,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,False,False,1992.0,,,101600000.0,0.0,,,,False,False,True,False,False,1,False
57771,,Plano Agropecuário e Florestal de Rondonia - PLANAFLORO,PLANAFLORO,República Federativa do Brasil,Operação de crédito externo,Finalizada,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,BIRD,Dólar,167000000.0,31000000.0,Federal,Nacional,Distrito Federal,DF,1991-06-12,1991-10-21,,1991-12-17,,1992-09-19,1996-12-31,2002-09-30,3444-0,Operação de crédito externo,Finalizada,Federal,Nacional,DF,BIRD,False,False,False,False,False,1991-06-12,1991-10-21,,1991-12-17,,1992-09-19,1996-12-31,2002-09-30,False,False,False,False,Dólar,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,False,False,1991.0,1991.0,1992.0,198000000.0,0.1565656565656565,131.0,334.0,3663.0,False,False,False,False,False,1,False
57772,,Programa de desenvolvimento Agroambiental do Estado do Mato Grosso MT - PRODEAGRO,PRODEAGRO,República Federativa do Brasil,Operação de crédito externo,Finalizada,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,BIRD,Dólar,205000000.0,0.0,Federal,Nacional,Distrito Federal,DF,1991-06-20,1993-12-16,,1992-05-01,,1992-09-16,1997-12-31,2002-09-30,3492-0,Operação de crédito externo,Finalizada,Federal,Nacional,DF,BIRD,False,False,False,False,False,1991-06-20,1993-12-16,,1992-05-01,,1992-09-16,1997-12-31,2002-09-30,False,False,False,False,Dólar,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,False,False,1991.0,1993.0,1992.0,205000000.0,0.0,910.0,-456.0,3666.0,False,False,True,False,False,1,False
57773,,PROAP I - Urbanização de Assentamentos Populares do Rio de Janeiro,FAVELAS BAIRRO I,MUNICÍPIO DO RIO DE JANEIRO - RJ,Operação de crédito externo,Repagamento,Banco Interamericano de Desenvolvimento - BID,BID,Dólar,180000000.0,120000000.0,Municipal,Sudeste,Rio de Janeiro,RJ,1993-06-25,1993-07-21,,1995-09-06,,1995-12-08,1999-12-08,2000-12-08,0898-CO,Operação de crédito externo,Repagamento,Municipal,Sudeste,RJ,BID,False,False,False,False,False,1993-06-25,1993-07-21,,1995-09-06,,1995-12-08,1999-12-08,2000-12-08,False,False,False,False,Dólar,Banco Interamericano de Desenvolvimento - BID,False,False,1993.0,1993.0,1995.0,300000000.0,0.4,26.0,870.0,1827.0,False,False,False,False,False,1,False
57774,,Saneamento Ambiental - Igarapés de Manaus,IGARAPÉS MANAUS,Estado do Amazonas,Operação de crédito externo,Arquivado,Banco Interamericano de Desenvolvimento - BID,BID,Dólar,70000000.0,30000000.0,Estadual,Norte,Amazonas,AM,,1993-06-14,,,,,,,,Operação de crédito externo,Arquivado,Estadual,Norte,AM,BID,False,False,False,False,True,1940-01-01,1993-06-14,,,,,,,False,False,False,False,Dólar,Banco Interamericano de Desenvolvimento - BID,True,False,,1993.0,,100000000.0,0.3,,,,False,False,False,False,False,1,False
57775,,Programa Gerenciamento Malha Rodoviária de Tocantins,RODOVIAS TO,Estado do Tocantins,Operação de crédito externo,Finalizada,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,BIRD,Dólar,87000000.0,87600000.0,Estadual,Norte,Tocantins,TO,1991-06-26,1995-09-18,,1993-11-05,,1994-06-24,1999-12-31,1999-12-31,3714-0,Operação de crédito externo,Finalizada,Estadual,Norte,TO,BIRD,False,False,False,False,False,1991-06-26,1995-09-18,,1993-11-05,,1994-06-24,1999-12-31,1999-12-31,False,False,True,False,Dólar,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,False,False,1991.0,1995.0,1994.0,174600000.0,0.5017182130584192,1545.0,-451.0,2016.0,False,False,False,False,True,2,False
57775,,Programa Gerenciamento Malha Rodoviária de Tocantins,RODOVIAS TO,Estado do Tocantins,Operação de crédito externo,Repagamento,Banco do Japão para Cooperação Internacional - JBIC,JBIC,Dólar,48000000.0,87600000.0,Estadual,Norte,Tocantins,TO,1991-06-26,1995-09-18,,,,1997-03-17,,1999-12-31,,Operação de crédito externo,Repagamento,Estadual,Norte,TO,JBIC,False,False,False,False,False,1991-06-26,1995-09-18,,,,1997-03-17,,1999-12-31,False,False,True,False,Dólar,Banco do Japão para Cooperação Internacional - JBIC,False,False,1991.0,1995.0,1997.0,135600000.0,0.6460176991150443,1545.0,546.0,1019.0,False,False,False,False,True,2,False
57776,,Controle Qualidade Águas - UNIÃO,PROSAN - UNIÃO,República Federativa do Brasil,Operação de crédito externo,Repagamento,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,BIRD,Dólar,9000000.0,,Federal,Nacional,Distrito Federal,DF,1991-06-26,,,,,1994-06-28,1997-06-30,1999-09-30,3503-0,Operação de crédito externo,Repagamento,Federal,Nacional,DF,BIRD,False,False,True,True,False,1991-06-26,,,,,1994-06-28,1997-06-30,1999-09-30,False,False,False,False,Dólar,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,False,False,1991.0,,1994.0,9000000.0,0.0,,,1920.0,False,False,False,False,False,1,False
57777,,Reabilitação e Descentralização de Rodovias Federais,DESC. RODOVIAS I,República Federativa do Brasil,Operação de crédito externo,Finalizada,Banco Interamericano de Desenvolvimento - BID,BID,Dólar,300000000.0,150000000.0,Federal,Nacional,Distrito Federal,DF,1991-06-25,1991-07-11,,1997-08-29,,1998-03-15,2002-03-15,2007-03-15,1046/CO-BR,Operação de crédito externo,Finalizada,Federal,Nacional,DF,BID,False,False,False,False,False,1991-06-25,1991-07-11,,1997-08-29,,1998-03-15,2002-03-15,2007-03-15,False,False,False,False,Dólar,Banco Interamericano de Desenvolvimento - BID,False,False,1991.0,1991.0,1998.0,450000000.0,0.3333333333333333,16.0,2439.0,3287.0,False,False,False,False,True,2,False
