cdCartaConsulta,nmProjeto,sgProjeto,nmSetor,nmSujeito,Regiao,nmUnidadeFederal,nmAbrangenciaNacional,TipoFinanciamento,sgFonte,VlDolar,CpVlDolar,sgMoeda,deFase,dtRecebimento,dtValidadeRecomendacao,dtReuniaoNegociacao,dtAprovDiretoria,dtAprovacaoSenado,nuResolucaoSenado,dtAssinatura,nuoperacao,dtPrimeiraAmortizacao,dtUltimaAmortizacao,dtUltimoDesembolsoOriginal,dtUltimoDesembolsoVigente,ano_recebimento
58002,PROG. D APOIO A MIC. E EMP. DE PEQ. PORTE DO RS - PROMEP,PROMEP - RS,ENCARGOS ESPECIAIS,BANCO DO ESTADO DO RIO GRANDE DO SUL - BANRISUL,SUL,Estado do Rio Grande do Sul,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BID,0.0,0.0,US$,Arquivado,1940-01-01 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,1940
59052,PROGRAMA DE APOIO À POLÍTICA DE COMBATE ÀS DESIGUALDADES REGIONAIS DO ESTADO DO RIO GRANDE DO SUL,DESIGUALDADES  REGIONAIS,ENCARGOS ESPECIAIS,BANCO DO ESTADO DO RIO GRANDE DO SUL - BANRISUL,SUL,Estado do Rio Grande do Sul,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BIRD,180000000.0,120000000.0,US$,Arquivado,2003-12-05 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,2003
57752,PROGRAMA DE EXPANSÃO DE MERCADOS PARA AS PEQUENAS E MÉDIAS EMPRESAS NO NORDESTE DO BRASIL - PEM,PEM - NE,ENCARGOS ESPECIAIS,BANCO DO NORDESTE DO BRASIL - BNB,NACIONAL,Distrito Federal,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,BID,150000000.0,150000000.0,US$,Repagamento,1999-08-11 00:00:00,1900-01-01 00:00:00,2000-12-01,2001-01-31,2001-06-06,08/2001,2003-07-31,1308,,,2007-07-31 00:00:00,2010-07-31 00:00:00,1999
57864,SANEAMENTO BASICO DO NORDESTE (PROSAN),PROSAN - BNB,SANEAMENTO BÁSICO,BANCO DO NORDESTE DO BRASIL - BNB,NACIONAL,Distrito Federal,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,BID,250000000.0,250000000.0,US$,Arquivado,1994-05-19 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,1994
57864,SANEAMENTO BASICO DO NORDESTE (PROSAN),PROSAN - BNB,SANEAMENTO BÁSICO,BANCO DO NORDESTE DO BRASIL - BNB,NACIONAL,Distrito Federal,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,BID,50000000.0,250000000.0,US$,Arquivado,1994-05-19 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,1994
57891,PRODETUR I - PROGRAMA PARA O DESENV. DO TURISMO NO NORDESTE,PRODETUR I,COMÉRCIO E SERVIÇOS (TURISMO),BANCO DO NORDESTE DO BRASIL - BNB,NACIONAL,Distrito Federal,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,BID,400000000.0,223240000.0,US$,Repagamento,1992-05-04 00:00:00,1900-01-01 00:00:00,1994-11-04,1994-11-30,1994-12-12,71/1994,1994-12-12,0841-CO,,,1999-12-12 00:00:00,2004-12-12 00:00:00,1992
58282,DFC - BANCO DO NORDESTE,LINHA BNB,ENCARGOS ESPECIAIS,BANCO DO NORDESTE DO BRASIL - BNB,NACIONAL,Distrito Federal,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,BIRD,25000000.0,0.0,US$,Repagamento,1940-01-01 00:00:00,1900-01-01 00:00:00,,1970-01-20,,,1970-02-16,0656-0,1973-02-15 00:00:00,,,1975-12-31 00:00:00,1940
58320,PROGRAMA DE APOIO AO DESENVOLVIMENTO DO NORDESTE,PROGRAMA APOIO NE,MEIO AMBIENTE,BANCO DO NORDESTE DO BRASIL - BNB,NACIONAL,Distrito Federal,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,JBIC,100000000.0,100000000.0,US$,Arquivado,1940-01-01 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,1940
58455,PROJETO CAATINGA / DESENV.SUSTENT. VALE SÃO FRANCISCO,CAATINGA - SÃO FRANCISCO,AGRICULTURA,BANCO DO NORDESTE DO BRASIL - BNB,NACIONAL,Distrito Federal,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,JBIC,50000000.0,21000000.0,US$,Arquivado,1996-03-22 00:00:00,1900-01-01 00:00:00,,1998-11-26,,,,,,,,,1996
58465,NOVO MODELO DE IRRIGAÇÃO,DOAÇÃO FUM IRRIGAÇÃO,AGRICULTURA,BANCO DO NORDESTE DO BRASIL - BNB,NACIONAL,Distrito Federal,Federal,DOAÇÕES,BID/FUMIN,1400000.0,1400000.0,US$,Finalizada,1990-01-01 23:59:00,1900-01-01 00:00:00,,1998-05-27,,,1998-09-08,ATN5975-BR,,2003-03-08 00:00:00,2001-03-08 00:00:00,2003-03-08 00:00:00,1990
58482,PROGRAMA DE APOIO E DESENVOLVIMENTO DA FRUTICULTURA IRRIGADA DO NORDESTE,FRUTICULTURA NORDEST,AGRICULTURA,BANCO DO NORDESTE DO BRASIL - BNB,NACIONAL,Distrito Federal,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,KfW,100000000.0,100000000.0,US$,Arquivado,1998-05-05 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,1998
58509,DOAÇÃO DE CRÉDITO PRODUTIVO POPULAR PARA O NE - CREDIAMIGO,DOAÇÃO CREDIAMIGO,ENCARGOS ESPECIAIS,BANCO DO NORDESTE DO BRASIL - BNB,NACIONAL,Distrito Federal,Federal,DOAÇÕES,WB-JG,996000.0,1004000.0,US$,Finalizada,1998-06-03 00:00:00,1900-01-01 00:00:00,,1999-06-10,,,1999-06-10,25604,,2000-06-30 00:00:00,1999-12-31 00:00:00,2000-06-30 00:00:00,1998
58519,PROGRAMA GLOBAL DE CRÉDITO A MICROEMPRESAS DO NORDESTE,CREDIAMIGO,ENCARGOS ESPECIAIS,BANCO DO NORDESTE DO BRASIL - BNB,NACIONAL,Distrito Federal,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,BID,30000000.0,50000000.0,US$,Repagamento,1998-08-28 00:00:00,1900-01-01 00:00:00,2001-11-26,2002-01-09,2002-04-26,15/2002,2002-09-09,1387-CO,2007-03-09 00:00:00,2026-03-09 00:00:00,2006-09-09 00:00:00,2006-09-09 00:00:00,1998
58519,PROGRAMA GLOBAL DE CRÉDITO A MICROEMPRESAS DO NORDESTE,CREDIAMIGO,ENCARGOS ESPECIAIS,BANCO DO NORDESTE DO BRASIL - BNB,NACIONAL,Distrito Federal,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,BIRD,50000000.0,50000000.0,US$,Finalizada,1998-08-28 00:00:00,1900-01-01 00:00:00,,2000-05-30,2000-06-27,49/2000,2000-08-03,4554-BR,2006-02-15 00:00:00,2021-02-15 00:00:00,2005-12-31 00:00:00,2007-03-31 00:00:00,1998
58544,PROGRAMA DE CRÉDITO PRODUTIVO POPULAR CREDIAMIGO,DOAÇÃO FUM CREDIAMIGO,ENCARGOS ESPECIAIS,BANCO DO NORDESTE DO BRASIL - BNB,NACIONAL,Distrito Federal,Federal,DOAÇÕES,BID/FUMIN,2500000.0,2500000.0,US$,Arquivado,1998-08-28 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,1998
58610,REGIMES PRÓPRIOS E COMP. CAP. DE PREVIDÊNCIA SOCIAL DE EST. E MUNICÍPIOS,PRODECAP,ENCARGOS ESPECIAIS,BANCO DO NORDESTE DO BRASIL - BNB,NACIONAL,Distrito Federal,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,BID,500000000.0,500000000.0,US$,Arquivado,1999-02-10 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,1999
58634,PROGRAMA DE DESENVOLVIMENTO DO TURISMO NO NORDESTE - PRODETUR/NE II - 1ª FASE,PRODETUR NE II - 1ª Fase,COMÉRCIO E SERVIÇOS (TURISMO),BANCO DO NORDESTE DO BRASIL - BNB,NACIONAL,Distrito Federal,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,BID,240000000.0,160000000.0,US$,Repagamento,1999-05-21 00:00:00,1900-01-01 00:00:00,2002-02-08,2002-03-04,2002-04-03,04/2002,2002-09-27,1392,2008-03-27 00:00:00,2033-03-27 00:00:00,2007-09-27 00:00:00,2012-03-27 00:00:00,1999
58635,PROGRAMA DE DESENVOLVIMENTO DO TURISMO NO NORDESTE - PRODETUR/NE II - 2ª FASE,PRODETUR NE II - 2ª Fase,COMÉRCIO E SERVIÇOS (TURISMO),BANCO DO NORDESTE DO BRASIL - BNB,NACIONAL,Distrito Federal,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,BID,240000000.0,160000000.0,US$,Arquivado,2000-05-21 00:00:00,1900-01-01 00:00:00,,,,,,0,,,,,2000
58667,DESENVOLVIMENTO INDUSTRIAL NORDESTE III,DES. INDUST. NE III,ENCARGOS ESPECIAIS,BANCO DO NORDESTE DO BRASIL - BNB,NACIONAL,Distrito Federal,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,BID,100000000.0,233000000.0,US$,Repagamento,1940-01-01 00:00:00,1900-01-01 00:00:00,,1987-12-17,,,1988-04-13,0541-CO,,,1992-10-13 00:00:00,1992-10-13 00:00:00,1940
58780,AUMENTO DA CAP. PROD. E DE E. DAS PEQ. D MÉD. EMP. NOS PÓLOS DE DES. INT. NE BR,PÓLONORDESTE IV,ENCARGOS ESPECIAIS,BANCO DO NORDESTE DO BRASIL - BNB,NACIONAL,Distrito Federal,Federal,DOAÇÕES,BID/FUMIN,1490000.0,0.0,US$,Arquivado,2001-02-01 00:00:00,1900-01-01 00:00:00,,2001-05-16,,,,,,,,,2001
58814,DOAÇÃO - ASSIST. TÉCN. NO PROJ. DE CAPITAL RISCO P/INVEST.EM PEQ. E MED. EMPRESAS DO NE,Doação - Capital de Risco,ENCARGOS ESPECIAIS,BANCO DO NORDESTE DO BRASIL - BNB,NACIONAL,Distrito Federal,Federal,DOAÇÕES,BID/FUMIN,750000.0,750000.0,US$,Finalizada,2001-04-16 00:00:00,1900-01-01 00:00:00,,2001-05-16,,,2001-12-05,TC0009012,,2009-02-05 00:00:00,2005-05-05 00:00:00,2009-02-05 00:00:00,2001
59623,PROJETO DE SUPORTE AO DESENVOLVIMENTO DE EMPREENDIMENTOS DE AGRICULTORES FAMILIARES DO NORDESTE BRASILEIRO,PROJETO XINGÓ - BNB,AGRICULTURA,BANCO DO NORDESTE DO BRASIL - BNB,NACIONAL,Distrito Federal,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,FIDA,23000000.0,23000000.0,SDR,Arquivado,2008-09-25 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,2008
59894,COOPERAÇÃO TÉCNICA NÃO REEMBOLSÁVEL PARA A ELABORAÇÃO DOS ESTUDOS DO PROGRAMA DE DESENVOLVIMENTO PRODUTIVO DO NORDESTE - PRODEPRO NE,DOAÇÃO - PRODEPRO NE,FORTALECIMENTO INSTITUCIONAL,BANCO DO NORDESTE DO BRASIL - BNB,NACIONAL,Distrito Federal,Federal,DOAÇÕES,BID,500000.0,500000.0,US$,Finalizada,2012-05-10 00:00:00,2014-06-15 00:00:00,,2012-07-25,,,2012-09-17,ATN/OC 13347-BR,,2013-09-17 00:00:00,2013-09-17 00:00:00,2013-09-17 00:00:00,2012
59912,PROGRAMA DE DESENVOLVIMENTO PRODUTIVO DO NORDESTE,PRODEPRO,CRÉDITO,BANCO DO NORDESTE DO BRASIL - BNB,NACIONAL,Distrito Federal,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,BID,500000000.0,500000000.0,US$,Arquivado,2012-10-04 00:00:00,2015-04-04 00:00:00,,,,,,,,,,,2012
60884,PROGRAMA DE DESENVOLVIMENTO PRODUTIVO DA REGIÃO NORDESTE - PRODEPRO,Prodepro,CRÉDITO,BANCO DO NORDESTE DO BRASIL - BNB,NACIONAL,Distrito Federal,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,BID,300000000.0,0.0,US$,Em execução,2022-08-08 00:00:00,2024-09-26 00:00:00,2023-11-06,2023-12-06,2024-06-28,10,2024-09-25,5837/OC-BR,,,,,2022
61024,PROGRAMA DE FINANCIAMENTO À INFRAESTRUTURA DO NORDESTE (INFRANORDESTE),InfraNordeste,CRÉDITO,BANCO DO NORDESTE DO BRASIL - BNB,NACIONAL,Distrito Federal,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,NDB,300000000.0,0.0,US$,Em preparação,2023-09-29 00:00:00,2025-12-19 00:00:00,,,,,,,,,,,2023
61057,PROGRAMA DE INTEGRAÇÃO DE ENERGIAS RENOVÁVEIS DO NORDESTE,CIF-REI/NE,CRÉDITO,BANCO DO NORDESTE DO BRASIL - BNB,NACIONAL,Distrito Federal,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,A Definir,33500000.0,0.0,US$,Em preparação,2023-10-31 00:00:00,2025-12-19 00:00:00,,,,,,,,,,,2023
61057,PROGRAMA DE INTEGRAÇÃO DE ENERGIAS RENOVÁVEIS DO NORDESTE,CIF-REI/NE,CRÉDITO,BANCO DO NORDESTE DO BRASIL - BNB,NACIONAL,Distrito Federal,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,BID,33500000.0,0.0,US$,Em preparação,2023-10-31 00:00:00,2025-12-19 00:00:00,,,,,,,,,,,2023
61170,PROGRAMA DE FINANCIAMENTO À DESCARBONIZAÇÃO DA INDÚSTRIA,Prodecarb,CRÉDITO,BANCO DO NORDESTE DO BRASIL - BNB,NACIONAL,Distrito Federal,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,BIRD,500000000.0,0.0,US$,Em preparação,2024-05-08 00:00:00,2026-07-02 00:00:00,,,,,,,,,,,2024
61247,PROGRAMA ACREDITA NORDESTE  (MICROCRÉDITO E INCLUSÃO PRODUTIVA),Acredita Nordeste,CRÉDITO,BANCO DO NORDESTE DO BRASIL - BNB,NACIONAL,Distrito Federal,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,KfW,200000000.0,0.0,€,Em preparação,2024-10-31 00:00:00,2026-12-18 00:00:00,,,,,,,,,,,2024
57753,FINANCIAMENTO DO SETOR PRIVADO,BNDES-SETOR PRIVADO,ENCARGOS ESPECIAIS,BANCO NACIONAL DE DESENVOLVIMENTO ECONÔMICO E SOCIAL - BNDES,SUDESTE,Estado do Rio de Janeiro,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,BIRD,300000000.0,0.0,US$,Repagamento,1940-01-01 00:00:00,1900-01-01 00:00:00,,1990-11-20,,,1991-01-14,3268-0,,,1993-12-31 00:00:00,1994-12-31 00:00:00,1940
57761,CONTROLE DE POLUIÇÃO INDUSTRIAL,POLUIÇÃO INDUSTRIAL,MEIO AMBIENTE,BANCO NACIONAL DE DESENVOLVIMENTO ECONÔMICO E SOCIAL - BNDES,SUDESTE,Estado do Rio de Janeiro,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,BIRD,50000000.0,0.0,US$,Repagamento,1991-01-04 00:00:00,1900-01-01 00:00:00,1992-03-13,1992-06-18,,,1992-09-21,3480-0,,,1997-06-30 00:00:00,1997-06-30 00:00:00,1991
57764,PROJETO PRIVATIZAÇÃO DE EMP.SIDERURG.PRIVATIZACAO ACOL,PRIVATIZAÇÃO AÇO,ENCARGOS ESPECIAIS,BANCO NACIONAL DE DESENVOLVIMENTO ECONÔMICO E SOCIAL - BNDES,SUDESTE,Estado do Rio de Janeiro,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,BIRD,300000000.0,0.0,US$,Arquivado,1940-01-01 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,1940
57780,PROGRAMA MULTISETORIAL DE CREDITO,BNDES-MULTISETORIAL,ENCARGOS ESPECIAIS,BANCO NACIONAL DE DESENVOLVIMENTO ECONÔMICO E SOCIAL - BNDES,SUDESTE,Estado do Rio de Janeiro,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,JBIC,250000000.0,0.0,US$,Repagamento,1991-06-27 00:00:00,1900-01-01 00:00:00,,,,,,,,,1996-05-15 00:00:00,1996-05-15 00:00:00,1991
57780,PROGRAMA MULTISETORIAL DE CREDITO,BNDES-MULTISETORIAL,ENCARGOS ESPECIAIS,BANCO NACIONAL DE DESENVOLVIMENTO ECONÔMICO E SOCIAL - BNDES,SUDESTE,Estado do Rio de Janeiro,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,BID,250000000.0,0.0,US$,Finalizada,1991-06-27 00:00:00,1900-01-01 00:00:00,1990-10-30,1990-12-28,1990-12-01,,1991-07-15,0602-CO,1995-07-15 00:00:00,2015-07-15 00:00:00,1995-01-15 00:00:00,1996-05-15 00:00:00,1991
57943,ENERGIA PRIVADA,ENERGIA PRIVADA,ENERGIA,BANCO NACIONAL DE DESENVOLVIMENTO ECONÔMICO E SOCIAL - BNDES,SUDESTE,Estado do Rio de Janeiro,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,BIRD,150000000.0,0.0,US$,Arquivado,1990-10-20 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,1990
57944,MERCADO DE CAPITAIS,MERCADO DE CAPITAIS,ENCARGOS ESPECIAIS,BANCO NACIONAL DE DESENVOLVIMENTO ECONÔMICO E SOCIAL - BNDES,SUDESTE,Estado do Rio de Janeiro,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,BIRD,315000000.0,0.0,US$,Arquivado,1940-01-01 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,1940
57955,MULTISETORIAL DE CRÉDITO II,MULTISETORIAL II,ENCARGOS ESPECIAIS,BANCO NACIONAL DE DESENVOLVIMENTO ECONÔMICO E SOCIAL - BNDES,SUDESTE,Estado do Rio de Janeiro,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,JBIC,300000000.0,0.0,US$,Repagamento,1993-05-31 00:00:00,1900-01-01 00:00:00,,1997-01-01,,,1997-05-30,00,,,2013-01-01 00:00:00,2013-01-01 00:00:00,1993
57955,MULTISETORIAL DE CRÉDITO II,MULTISETORIAL II,ENCARGOS ESPECIAIS,BANCO NACIONAL DE DESENVOLVIMENTO ECONÔMICO E SOCIAL - BNDES,SUDESTE,Estado do Rio de Janeiro,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,BID,300000000.0,0.0,US$,Repagamento,1993-05-31 00:00:00,1900-01-01 00:00:00,1995-11-16,1995-12-13,1996-11-21,,1996-12-05,0907-CO,,,2000-12-05 00:00:00,2000-12-05 00:00:00,1993
58013,PROMOÇÃO DAS EMPRESAS EXPORTADORAS NO BRASIL,EXPORTAÇÃO BRASIL,ENCARGOS ESPECIAIS,BANCO NACIONAL DE DESENVOLVIMENTO ECONÔMICO E SOCIAL - BNDES,SUDESTE,Estado do Rio de Janeiro,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,JBIC,300000000.0,0.0,US$,Repagamento,2002-10-02 00:00:00,1900-01-01 00:00:00,,2003-01-01,,,2003-03-18,000,,,2013-01-01 00:00:00,2013-01-01 00:00:00,2002
58075,DOAÇÃO - ASSISTÊNCIA TÉCNICA PARA DEFINIÇÃO DO MARCO REGULATÓRIO,Doação - PRIVATIZAÇÃO - BNDES,FORTALECIMENTO INSTITUCIONAL,BANCO NACIONAL DE DESENVOLVIMENTO ECONÔMICO E SOCIAL - BNDES,SUDESTE,Estado do Rio de Janeiro,Federal,DOAÇÕES,WB-JG,1200000.0,0.0,US$,Arquivado,1996-10-22 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,1996
58159,ASSISTÊNCIA TÉCNICA - MARCO REGULATÓRIO SETORES PRIVATIZAÇÃO,DOAÇÃO BNDES,ENCARGOS ESPECIAIS,BANCO NACIONAL DE DESENVOLVIMENTO ECONÔMICO E SOCIAL - BNDES,SUDESTE,Estado do Rio de Janeiro,Federal,DOAÇÕES,WB-JG,1200000.0,0.0,US$,Arquivado,1990-01-01 23:59:00,1900-01-01 00:00:00,,,,,,,,,,,1990
58296,CRÉDITO GLOBAL MULTISETORIAL II E MELHORIA DA OFERTA DE SERVIÇOS SOCIAIS BASICOS,MCP-III,ENCARGOS ESPECIAIS,BANCO NACIONAL DE DESENVOLVIMENTO ECONÔMICO E SOCIAL - BNDES,SUDESTE,Estado do Rio de Janeiro,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,JBIC,300000000.0,,US$,Repagamento,1997-03-25 00:00:00,1900-01-01 00:00:00,2001-08-10,2002-01-01,2002-03-21,,2002-07-12,00,,,2002-01-01 00:00:00,2002-01-01 00:00:00,1997
58296,CRÉDITO GLOBAL MULTISETORIAL II E MELHORIA DA OFERTA DE SERVIÇOS SOCIAIS BASICOS,MCP-III,ENCARGOS ESPECIAIS,BANCO NACIONAL DE DESENVOLVIMENTO ECONÔMICO E SOCIAL - BNDES,SUDESTE,Estado do Rio de Janeiro,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,BID,1100000000.0,200000000.0,US$,Repagamento,1997-03-25 00:00:00,1900-01-01 00:00:00,,1998-09-23,1999-03-11,,1999-03-14,1125-CO,,,2003-03-22 00:00:00,2003-03-22 00:00:00,1997
58333,MODERNIZAÇÃO DAS CIAS. DE SANEAMENTO (PMSS II)- BNDES,PMSS II - BNDES,SANEAMENTO BÁSICO,BANCO NACIONAL DE DESENVOLVIMENTO ECONÔMICO E SOCIAL - BNDES,SUDESTE,Estado do Rio de Janeiro,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,BIRD,30000000.0,30000000.0,US$,Arquivado,2001-05-28 00:00:00,1900-01-01 00:00:00,2002-02-18,,,,,,,,,,2001
58450,BANK LOAN (5ª. LINHA DE CREDITO),BANK LOAN - 5ª LINHA,ENCARGOS ESPECIAIS,BANCO NACIONAL DE DESENVOLVIMENTO ECONÔMICO E SOCIAL - BNDES,SUDESTE,Estado do Rio de Janeiro,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,JBIC,100000000.0,0.0,US$,Repagamento,1940-01-01 00:00:00,1900-01-01 00:00:00,,1995-03-14,,,1995-06-14,000,,,2000-05-31 00:00:00,2000-05-31 00:00:00,1940
58589,PROGRAMA GLOBAL DE APOIO CREDITÍCIO AS PEQUENAS E MÉDIAS EMPRESAS,GLOBAL IV - BNDES,ENCARGOS ESPECIAIS,BANCO NACIONAL DE DESENVOLVIMENTO ECONÔMICO E SOCIAL - BNDES,SUDESTE,Estado do Rio de Janeiro,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,BID,1200000000.0,0.0,US$,Repagamento,1940-01-01 00:00:00,1900-01-01 00:00:00,1999-01-26,1999-03-08,1999-05-31,,1999-07-28,1175-CO,,,2001-01-25 00:00:00,2001-07-28 00:00:00,1940
58700,PROJ. DE FINANCIAM. À INDÚSTRIA NO ÂMBITO DO PROGR.MULTISSETORIAL,MULTISSETORIAL - NIB,ENCARGOS ESPECIAIS,BANCO NACIONAL DE DESENVOLVIMENTO ECONÔMICO E SOCIAL - BNDES,SUDESTE,Estado do Rio de Janeiro,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,NIB,100000000.0,100000000.0,US$,Arquivado,2000-01-19 00:00:00,1900-01-01 00:00:00,2002-03-19,,2002-06-28,,2002-07-17,,,,,,2000
58765,"PROGRAMA BNDES DE APOIO ÀS MICRO, PEQUENAS E MÉDIAS EMPRESAS",MULTISSETORIAL III,ENCARGOS ESPECIAIS,BANCO NACIONAL DE DESENVOLVIMENTO ECONÔMICO E SOCIAL - BNDES,SUDESTE,Estado do Rio de Janeiro,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,BID,900000000.0,900000000.0,US$,Repagamento,2000-11-21 00:00:00,1900-01-01 00:00:00,2001-10-26,2001-11-28,2002-04-03,,2002-05-09,1374-CO,,,2006-05-09 00:00:00,2006-05-09 00:00:00,2000
58891,"PROGRAMAS BNDES DE APOIO ÀS MICROS, PEQUENAS E MÉDIAS EMPRESAS",MULTISSETORIAL III,ENCARGOS ESPECIAIS,BANCO NACIONAL DE DESENVOLVIMENTO ECONÔMICO E SOCIAL - BNDES,SUDESTE,Estado do Rio de Janeiro,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,BID,600000000.0,600000000.0,US$,Arquivado,2000-11-21 00:00:00,1900-01-01 00:00:00,,,2002-04-04,,,,,,,,2000
58993,PROGRAMA MULTISSETORIAL NIB II,MULTISSETORIAL - NIB II,ENCARGOS ESPECIAIS,BANCO NACIONAL DE DESENVOLVIMENTO ECONÔMICO E SOCIAL - BNDES,SUDESTE,Estado do Rio de Janeiro,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,NIB,60000000.0,60000000.0,US$,Repagamento,2003-06-30 00:00:00,1900-01-01 00:00:00,,,2005-09-14,58/2005,2005-11-09,PIL 03/15,,,2007-11-09 00:00:00,2007-11-09 00:00:00,2003
58994,"PROGRAMA BNDES DE APOIO ÀS MICRO, PEQUENAS E MÉDIAS EMPRESAS",MULTISSETORIAL IV - PYMES,ENCARGOS ESPECIAIS,BANCO NACIONAL DE DESENVOLVIMENTO ECONÔMICO E SOCIAL - BNDES,SUDESTE,Estado do Rio de Janeiro,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,BID,1000000000.0,1000000000.0,US$,Repagamento,2003-06-30 00:00:00,1900-01-01 00:00:00,2004-11-19,2004-12-15,2005-08-11,56/2005,2005-09-23,1608,,,2009-09-23 00:00:00,2009-09-23 00:00:00,2003
59002,PROGRAMA LINHA DE CRÉDITO - ALA III,MULTISSETORIAL - BEI,ENCARGOS ESPECIAIS,BANCO NACIONAL DE DESENVOLVIMENTO ECONÔMICO E SOCIAL - BNDES,SUDESTE,Estado do Rio de Janeiro,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,BEI,50000000.0,50000000.0,US$,Arquivado,2003-07-15 00:00:00,2008-08-14 00:00:00,2005-11-24,,,,,,,,,,2003
59127,PROJETO GASENE,PROJETO GASENE,ENERGIA,BANCO NACIONAL DE DESENVOLVIMENTO ECONÔMICO E SOCIAL - BNDES,SUDESTE,Estado do Rio de Janeiro,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,EXIMCHINA,1170000000.0,130000000.0,US$,Arquivado,2004-08-30 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,2004
59177,PROMOÇÃO DE EMPRESAS EXPORTADORAS E DE INFRA-ESTRUTURA NO BRASIL,EXPORT PROMOTION,ENCARGOS ESPECIAIS,BANCO NACIONAL DE DESENVOLVIMENTO ECONÔMICO E SOCIAL - BNDES,SUDESTE,Estado do Rio de Janeiro,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,JBIC,300000000.0,0.0,US$,Arquivado,2005-04-26 00:00:00,1900-01-01 00:00:00,,2005-05-13,,,2005-05-27,,,,,,2005
59257,PROGRAMA KFW  PARA PEQUENAS CENTRAIS HIDRELÉTRICAS,PROGRAMA KFW - PCH,ENCARGOS ESPECIAIS,BANCO NACIONAL DE DESENVOLVIMENTO ECONÔMICO E SOCIAL - BNDES,SUDESTE,Estado do Rio de Janeiro,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,KfW,68359200.0,32865000.0,€,Repagamento,2006-07-13 00:00:00,1900-01-01 00:00:00,2009-08-24,2010-11-10,,,2010-12-10,00,,,2011-11-30 00:00:00,2011-11-30 00:00:00,2006
